Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-03-21,38377.71233224534,44088.678241125985,37783.77044037736,43403.36328125,423888,0.0,0.0
2000-03-22,44773.9994162951,46144.6328125,43449.05255697711,46144.6328125,462865,0.0,0.0
2000-03-23,44819.685591826346,45642.06697890426,43860.24459519274,44271.43359375,296851,0.0,0.0
2000-03-24,42946.485976945965,42946.485976945965,40662.1015625,40662.1015625,122193,0.0,0.0
2000-03-27,38834.59435439438,42443.92945489679,38606.1548661407,40890.54296875,125232,0.0,0.0
2000-03-28,40890.541945689576,41530.17046281845,39382.845428893575,41164.66796875,112468,0.0,0.0
2000-03-29,38834.58509812706,42261.166435311476,38834.58509812706,41118.97265625,101793,0.0,0.0
2000-03-30,41849.98661062743,41895.673151361676,39519.91201383424,40068.1640625,53166,0.0,0.0
2000-03-31,38971.656078752545,40525.0391234931,38880.282998448034,40205.2265625,66747,0.0,0.0
2000-04-03,41575.8570524089,41849.98305344148,39291.46919051951,39931.09765625,65912,0.0,0.0
2000-04-04,39382.83787851131,40433.658618733694,37007.07720748695,38834.5859375,60517,0.0,0.0
2000-04-05,38834.58593750001,38834.58593750001,38834.58593750001,38834.5859375,0,0.0,0.0
2000-04-06,38788.90600151347,38788.90600151347,36778.64402269058,36915.70703125,42814,0.0,0.0
2000-04-07,35682.13848765808,37372.58800095201,35682.13848765808,36687.26953125,70527,0.0,0.0
2000-04-10,41073.292837491404,42169.796875,39337.15692481811,42169.796875,212400,0.0,0.0
2000-04-11,42626.67465296683,42946.48719185031,37692.39644906239,38377.71484375,194260,0.0,0.0
2000-04-12,38834.59509862451,38834.59509862451,36824.33298740925,37007.0859375,71021,0.0,0.0
2000-04-13,37007.0859375,37007.0859375,37007.0859375,37007.0859375,0,0.0,0.0
2000-04-14,34311.50514553511,37235.52153113365,34311.50514553511,36550.203125,72085,0.0,0.0
2000-04-17,32209.86720611298,34265.81567182775,31615.92525758694,31981.427734375,71933,0.0,0.0
2000-04-18,35179.570552784,35179.570552784,32118.491089982745,33306.375,99475,0.0,0.0
2000-04-19,33352.0625,33808.9414616289,32666.747447520305,33352.0625,79189,0.0,0.0
2000-04-20,32666.747005001653,34174.443489996695,32529.683996362433,33169.3125,109296,0.0,0.0
2000-04-21,32712.434042768975,33123.62307494903,32346.931550843263,32895.18359375,74022,0.0,0.0
2000-04-24,32895.18021767363,33123.61967542761,31752.986318867042,32209.865234375,58390,0.0,0.0
2000-04-25,31113.35741670505,32027.115234375,30199.602988998366,32027.115234375,59339,0.0,0.0
2000-04-26,30839.231584999794,31707.299482244733,27229.900390624996,27229.900390625,518197,0.0,0.0
2000-04-27,26042.01837257964,26590.272051100488,23392.129830516344,24671.38671875,454090,0.0,0.0
2000-04-28,25585.142578125004,27184.2137773851,25356.703108952814,25585.142578125,258025,0.0,0.0
2000-05-01,25585.142578125004,25585.142578125004,25585.142578125004,25585.142578125,0,0.0,0.0
2000-05-02,23392.130005062027,26042.018566898067,23392.130005062027,25996.33203125,162177,0.0,0.0
2000-05-03,24808.450598220403,26361.833533549438,24808.450598220403,25950.64453125,87452,0.0,0.0
2000-05-04,26179.083958437386,27549.717442849433,26179.083958437386,26407.5234375,95012,0.0,0.0
2000-05-05,26407.5234375,26407.5234375,26407.5234375,26407.5234375,0,0.0,0.0
2000-05-08,26407.521265798907,27138.524487715775,25859.267578125,25859.267578125,66481,0.0,0.0
2000-05-09,25859.267578125,25859.267578125,25859.267578125,25859.267578125,0,0.0,0.0
2000-05-10,25219.639674208924,25356.702675375887,24534.324668374116,24945.513671875,41788,0.0,0.0
2000-05-11,24945.513671875,24945.513671875,24945.513671875,24945.513671875,0,0.0,0.0
2000-05-12,24671.385982871376,24717.072516815842,23757.629879258096,24260.1953125,64088,0.0,0.0
2000-05-15,23529.19366337183,24168.822130241253,21290.494029328835,22615.4375,66633,0.0,0.0
2000-05-16,22843.876953125,23209.379418290315,22386.999719159205,22843.876953125,36603,0.0,0.0
2000-05-17,22615.436598289816,23118.002044360885,20742.239504282636,20787.927734375,78809,0.0,0.0
2000-05-18,19188.85522498913,20376.735560501307,18869.041027738695,19417.29296875,49994,0.0,0.0
2000-05-19,19006.105651294813,21473.242988472983,18389.32046950944,20331.05078125,79930,0.0,0.0
2000-05-22,20102.613008301574,20102.613008301574,18092.351029478694,18457.853515625,57326,0.0,0.0
2000-05-23,18275.10128024078,19188.857445990932,18275.10128024078,18731.978515625,62720,0.0,0.0
2000-05-24,18275.100995240653,20787.9282931389,17863.911998301857,19645.734375,77992,0.0,0.0
2000-05-25,20102.609698106884,22592.591796875,20034.07820511191,22592.591796875,2342991,0.0,0.0
2000-05-26,22341.312088491988,22798.18933475274,19211.701171875,19211.701171875,258576,0.0,0.0
2000-05-29,16333.375240231411,18914.73279919518,16333.375240231411,17361.349609375,362421,0.0,0.0
2000-05-30,17361.349609375,17361.349609375,17361.349609375,17361.349609375,0,0.0,0.0
2000-05-31,20559.487552543153,22935.250008687446,19417.293705458444,22386.998046875,507864,0.0,0.0
2000-06-01,21016.368736815522,22798.191340479923,20171.14567212346,20605.1796875,198381,0.0,0.0
2000-06-02,21062.05297378641,21655.993163877647,20239.67333636231,20765.08203125,239125,0.0,0.0
2000-06-05,21930.122418675004,23849.0078125,21930.122418675004,23849.0078125,229191,0.0,0.0
2000-06-06,23849.0078125,23849.0078125,23849.0078125,23849.0078125,0,0.0,0.0
2000-06-07,24214.511775817762,27412.654296875,24214.511775817762,27412.654296875,351233,0.0,0.0
2000-06-08,29742.725731205865,30976.29261100542,25173.95046982452,26544.58203125,374482,0.0,0.0
2000-06-09,25585.142708831616,27184.213916260876,24214.510971741576,26681.6484375,177088,0.0,0.0
2000-06-12,25219.641071734462,28326.40881861084,25219.641071734462,27412.654296875,221213,0.0,0.0
2000-06-13,25585.141158129813,27321.275264543736,23803.31882142084,24442.947265625,126828,0.0,0.0
2000-06-14,25128.263936693216,27184.2122649285,23346.44160022753,24671.38671875,217490,0.0,0.0
2000-06-15,24671.386015020118,24671.386015020118,21701.681640625,21701.681640625,111689,0.0,0.0
2000-06-16,20193.985828119206,22843.87605376999,20193.985828119206,20787.927734375,86160,0.0,0.0
2000-06-19,19691.422156078846,21107.743856687575,19462.984375,19462.984375,74611,0.0,0.0
2000-06-20,19645.73601485465,20490.959042435137,19234.545288611556,20102.61328125,67602,0.0,0.0
2000-06-21,20193.98632020325,21336.180235473643,20193.98632020325,20422.42578125,72845,0.0,0.0
2000-06-22,21381.869902382885,22249.93787866967,20833.616176046733,21176.275390625,104034,0.0,0.0
2000-06-23,21861.591579795317,21930.123082006136,21176.274862705366,21473.244140625,51096,0.0,0.0
2000-06-26,21473.243895908643,21930.12283208303,21381.869125662804,21610.30859375,40876,0.0,0.0
2000-06-27,21381.869514859707,23757.632229294642,21381.869514859707,22409.84375,119401,0.0,0.0
2000-06-28,22409.84231684627,23255.065259133,21564.619374559537,21655.994140625,127721,0.0,0.0
2000-06-29,21655.993936240047,21907.27665927558,20582.331546450187,20787.927734375,89503,0.0,0.0
2000-06-30,20605.177660555815,21381.869140625,20605.177660555815,21381.869140625,55084,0.0,0.0
2000-07-03,20605.177591911583,22158.560546875,20605.177591911583,22158.560546875,102932,0.0,0.0
2000-07-04,22387.00032840552,22387.00032840552,21473.244140625,21473.244140625,58086,0.0,0.0
2000-07-05,21496.08789533884,22249.936072229008,21107.742172998143,21267.6484375,98355,0.0,0.0
2000-07-06,21427.558451034267,22546.907494793315,21244.807206240952,22364.15625,191182,0.0,0.0
2000-07-07,23072.317548724575,24488.637551948468,22798.18983892056,23666.2578125,275709,0.0,0.0
2000-07-10,25128.26871559214,26224.774586185875,24123.13762797206,24397.263671875,411674,0.0,0.0
2000-07-11,25265.326936027734,25722.204154033327,24442.947265625,24442.947265625,278521,0.0,0.0
2000-07-12,24168.822118112992,24214.510350004082,22341.311487268114,22843.876953125,202085,0.0,0.0
2000-07-13,22798.188721233906,23346.442418981882,22021.49725399389,22843.876953125,160430,0.0,0.0
2000-07-14,22432.687256048754,23072.315702780463,22158.55956817684,22272.779296875,88838,0.0,0.0
2000-07-17,22272.779296874996,22272.779296874996,22272.779296874996,22272.779296875,0,0.0,0.0
2000-07-18,20696.552188225705,21930.12259032699,20696.552188225705,21450.400390625,91403,0.0,0.0
2000-07-19,20696.552188225705,21930.12259032699,20696.552188225705,21450.400390625,91403,0.0,0.0
2000-07-20,21016.366455319687,21701.68315809748,20787.928684381568,21062.0546875,76872,0.0,0.0
2000-07-21,21153.42849016898,21496.087673389236,20742.239504282636,20787.927734375,69540,0.0,0.0
2000-07-24,20605.17709980666,20605.17709980666,19006.105950539648,19028.94921875,81430,0.0,0.0
2000-07-25,18366.4770283036,19188.85669792804,17863.911580478576,18777.666015625,97899,0.0,0.0
2000-07-26,18800.51227519268,18891.888750238057,17909.600965900812,18503.54296875,93796,0.0,0.0
2000-07-27,18686.291978573776,18960.417980807964,18366.477744306652,18731.978515625,70660,0.0,0.0
2000-07-28,18503.54029775989,18731.978062434453,17955.286611573927,18092.349609375,74725,0.0,0.0
2000-07-31,17361.347752167887,18480.696785390966,17361.347752167887,18457.853515625,48189,0.0,0.0
2000-08-01,18457.852501652455,19325.920434817617,18275.101268618644,18960.41796875,87395,0.0,0.0
2000-08-02,18777.666258292946,19166.011982997934,18640.603260747852,18937.57421875,41294,0.0,0.0
2000-08-03,19234.540292358626,19554.354465260472,18960.414342723154,19280.228515625,62132,0.0,0.0
2000-08-04,19143.169189899483,19234.543958868806,18572.072222641516,19188.857421875,38977,0.0,0.0
2000-08-07,18686.29152648854,18686.29152648854,18092.349609375,18092.349609375,43669,0.0,0.0
2000-08-08,17932.44502638874,18686.293280017733,17932.44502638874,18160.8828125,40250,0.0,0.0
2000-08-09,18206.56998883059,19166.012702653585,18206.56998883059,19051.79296875,58200,0.0,0.0
2000-08-10,19188.856179556205,20559.487795249308,19188.856179556205,20308.205078125,127987,0.0,0.0
2000-08-11,19919.861347799855,20285.36382628691,19440.14082789464,19691.421875,100577,0.0,0.0
2000-08-14,22135.71932955625,22135.71932955625,20285.365234374996,20285.365234375,152984,0.0,0.0
2000-08-15,20285.365234374996,20285.365234374996,20285.365234374996,20285.365234375,0,0.0,0.0
2000-08-16,19919.86180830963,20559.490312958103,19737.110564841234,19942.705078125,55939,0.0,0.0
2000-08-17,19942.703927071612,19942.703927071612,19051.792725948453,19188.857421875,72940,0.0,0.0
2000-08-18,19188.85743378769,19600.046436877477,18914.72973674612,18960.41796875,47563,0.0,0.0
2000-08-21,18960.41699211452,19371.6059740243,18731.97753884356,19074.63671875,45473,0.0,0.0
2000-08-22,19188.85376407364,19531.51120111798,19097.477317540888,19280.228515625,36773,0.0,0.0
2000-08-23,19782.797657629868,20034.080391022642,19051.792725948453,19188.857421875,62606,0.0,0.0
2000-08-24,19234.544203999387,19462.983671806556,18549.22749555961,19051.79296875,44770,0.0,0.0
2000-08-25,19188.85850567721,21016.36754813652,18731.979550080578,20171.14453125,92960,0.0,0.0
2000-08-28,20582.333321084483,20650.86651962286,19691.422079866963,20011.236328125,134217,0.0,0.0
2000-08-29,20216.82836442322,20559.485811539325,19965.545671544267,20148.296875,79341,0.0,0.0
2000-08-30,20011.23536497596,20468.114293339204,19645.734595259753,19965.548828125,65551,0.0,0.0
2000-08-31,19965.549144996945,20011.23568257299,19028.949699961973,19051.79296875,66785,0.0,0.0
2000-09-01,18823.35759627633,19417.29791533973,18823.35759627633,19143.171875,31759,0.0,0.0
2000-09-04,19211.700714516544,19325.920447108027,18526.38401394936,18731.978515625,35026,0.0,0.0
2000-09-05,18731.97826597979,18960.417728118293,18389.320767753725,18800.509765625,38369,0.0,0.0
2000-09-06,18800.507813407166,18960.415759295844,18526.38184329116,18640.6015625,38730,0.0,0.0
2000-09-07,18320.788090333313,18435.007814059805,18046.662109375,18046.662109375,72370,0.0,0.0
2000-09-08,18183.727551627122,18480.696839379467,18000.97630802009,18069.5078125,36754,0.0,0.0
2000-09-11,18069.5078125,18069.5078125,18069.5078125,18069.5078125,0,0.0,0.0
2000-09-12,18069.5078125,18069.5078125,18069.5078125,18069.5078125,0,0.0,0.0
2000-09-13,18069.5078125,18069.5078125,18069.5078125,18069.5078125,0,0.0,0.0
2000-09-14,17818.2254392304,17955.288451073426,16927.31416726888,17224.28515625,90909,0.0,0.0
2000-09-15,17361.3457005924,17589.78345620319,16950.155028522404,17132.90625,55312,0.0,0.0
2000-09-18,16630.34085352706,16676.02908274858,14848.518558685533,15305.3974609375,65741,0.0,0.0
2000-09-19,15305.398450267143,15442.46145180974,14848.519518482859,15076.958984375,46822,0.0,0.0
2000-09-20,15122.64766922925,15670.899691810953,15122.64766922925,15442.4619140625,63043,0.0,0.0
2000-09-21,15259.709481925296,15510.99220429145,14688.612539727823,14779.9873046875,41332,0.0,0.0
2000-09-22,14848.519848786993,14848.519848786993,14026.140973746793,14231.736328125,54401,0.0,0.0
2000-09-25,13934.764140392812,14848.5185546875,13934.764140392812,14848.5185546875,57098,0.0,0.0
2000-09-26,15214.023735183333,15259.71197261121,14779.989717073282,14917.052734375,49728,0.0,0.0
2000-09-27,14802.833843847973,16424.74838325298,14802.833843847973,15739.431640625,108783,0.0,0.0
2000-09-28,15853.650416456381,16173.464650909813,15373.92991226709,15579.5244140625,53527,0.0,0.0
2000-09-29,15945.024873150604,15945.024873150604,15373.927976741383,15465.302734375,49804,0.0,0.0
2000-10-02,15099.801510411362,15351.084232542747,14939.895248135917,15168.3330078125,54249,0.0,0.0
2000-10-03,15168.3330078125,15168.3330078125,15168.3330078125,15168.3330078125,0,0.0,0.0
2000-10-04,15076.959706882084,15214.022714992916,14711.457221932,15145.4912109375,44162,0.0,0.0
2000-10-05,14985.58032919217,15191.176496430428,14848.517347687643,15031.2685546875,62378,0.0,0.0
2000-10-06,15099.801508907716,15488.147225802706,15076.958241436823,15396.7724609375,65247,0.0,0.0
2000-10-09,15556.678480013123,15556.678480013123,14848.5185546875,14848.5185546875,43441,0.0,0.0
2000-10-10,14665.768797477976,15031.271277690614,14620.08225868773,14711.45703125,31341,0.0,0.0
2000-10-11,14620.080440353104,14620.080440353104,13774.85669560206,14208.890625,53261,0.0,0.0
2000-10-12,13934.765569619316,14391.642823626513,13386.5126953125,13386.5126953125,42643,0.0,0.0
2000-10-13,13203.761454713265,13569.263088420845,12472.757339807215,13386.5126953125,62170,0.0,0.0
2000-10-16,13386.5126953125,13386.5126953125,13386.5126953125,13386.5126953125,0,0.0,0.0
2000-10-17,13706.327275842392,13797.702898363525,12815.416015625,12815.416015625,42738,0.0,0.0
2000-10-18,12609.82024839926,13934.765461198514,11741.75313354331,13226.60546875,94955,0.0,0.0
2000-10-19,12815.41490641523,13455.043361210619,12701.195176277124,12929.6337890625,41256,0.0,0.0
2000-10-20,13249.448231331595,13706.326311802552,13249.448231331595,13477.8876953125,50222,0.0,0.0
2000-10-23,13592.106359383677,13592.106359383677,12929.6337890625,12929.6337890625,38274,0.0,0.0
2000-10-24,12929.635149765681,14117.51741724664,12815.416255098118,13569.263671875,84735,0.0,0.0
2000-10-25,13317.981571546172,13523.576087461945,13158.074443336931,13249.44921875,51172,0.0,0.0
2000-10-26,13021.009285996844,13112.384899783352,12838.258905914661,12883.9462890625,40117,0.0,0.0
2000-10-27,12883.9462890625,12883.9462890625,12883.9462890625,12883.9462890625,0,0.0,0.0
2000-10-30,12472.757034595437,12564.132652659067,11627.533203125,11627.533203125,54192,0.0,0.0
2000-10-31,10736.620480186852,10736.620480186852,9891.397614778944,10553.8701171875,124416,0.0,0.0
2000-11-01,10279.74524481616,11421.939255072502,9959.930989743658,11102.125,101280,0.0,0.0
2000-11-02,11010.748567382405,12518.444109299218,10919.372951585801,12312.849609375,178304,0.0,0.0
2000-11-03,12815.415985476542,13021.01050004724,11993.03623221193,12152.943359375,132260,0.0,0.0
2000-11-06,11193.498463035647,13660.636405128496,10965.059874553628,12175.78515625,186909,0.0,0.0
2000-11-07,11467.626532601766,12290.006279898233,11467.626532601766,11878.81640625,83520,0.0,0.0
2000-11-08,12564.131968346608,12701.194964231407,12198.629515999379,12335.693359375,91422,0.0,0.0
2000-11-09,12564.132667381184,12815.415405477894,12381.381431039781,12792.5712890625,80291,0.0,0.0
2000-11-10,12792.57042953144,13066.697265625,12427.068828897509,13066.697265625,65380,0.0,0.0
2000-11-13,12861.103045285017,13523.575654511998,12427.069909750082,12724.0400390625,115203,0.0,0.0
2000-11-14,13089.54147853309,14620.08203125,13021.009976432055,14620.08203125,224005,0.0,0.0
2000-11-15,14894.206792817859,16538.96609551874,14528.704348888417,14574.392578125,439236,0.0,0.0
2000-11-16,14985.582778757953,15967.870465075719,14186.04802429458,14894.2080078125,243266,0.0,0.0
2000-11-17,14802.831917145004,15031.269671633514,13249.4473897078,13637.7939453125,137636,0.0,0.0
2000-11-20,12906.790366873522,14345.953525483465,12906.790366873522,13660.6376953125,111062,0.0,0.0
2000-11-21,13477.888315612117,14163.204196622914,13066.698448009283,13386.5126953125,93454,0.0,0.0
2000-11-22,13066.698391643178,13614.951263584982,12838.259765625,12838.259765625,67089,0.0,0.0
2000-11-23,12381.380372870954,12769.726081288498,12107.254389277768,12130.09765625,54762,0.0,0.0
2000-11-24,11993.034662744558,12746.8828125,11993.034662744558,12746.8828125,46214,0.0,0.0
2000-11-27,12792.570182262403,13660.637208543487,12792.570182262403,13409.3544921875,86559,0.0,0.0
2000-11-28,13843.389505323072,14277.422628461974,13752.01388795413,14071.828125,102040,0.0,0.0
2000-11-29,13889.076782119415,13889.076782119415,13409.35461206688,13683.4814453125,66747,0.0,0.0
2000-11-30,13706.326693300045,13729.170809832141,13340.82421875,13340.82421875,36033,0.0,0.0
2000-12-01,12792.570185749186,13706.325441157212,12792.570185749186,13637.7939453125,53204,0.0,0.0
2000-12-04,13706.324936653275,13706.324936653275,13249.44690202068,13272.291015625,39547,0.0,0.0
2000-12-05,13272.292958065256,13432.200081716865,13203.761454713265,13386.5126953125,29612,0.0,0.0
2000-12-06,13683.481692991663,13934.76441614248,13546.418697633335,13614.9501953125,60289,0.0,0.0
2000-12-07,13477.886593587016,13660.636963345949,13295.1353763373,13592.10546875,33183,0.0,0.0
2000-12-08,13660.63733149847,13980.451546559034,13432.198727525325,13797.701171875,59263,0.0,0.0
2000-12-11,14345.953761031738,14345.953761031738,13980.452148437498,13980.4521484375,52900,0.0,0.0
2000-12-12,13797.701927896744,13957.609044188866,13455.043579416239,13477.8876953125,56794,0.0,0.0
2000-12-13,13660.637448139742,13911.92016890302,13477.887071895295,13843.388671875,42149,0.0,0.0
2000-12-14,13706.326058651191,13820.544941041206,13546.4189453125,13546.4189453125,60270,0.0,0.0
2000-12-15,13477.887695312498,13706.326311802552,13386.512079218308,13477.8876953125,44637,0.0,0.0
2000-12-18,13477.887315761405,13843.388922354421,13477.887315761405,13660.6376953125,46879,0.0,0.0
2000-12-19,13934.764928292605,14437.330393065233,13432.199463519977,13477.8876953125,90358,0.0,0.0
2000-12-20,13249.448267157957,13340.823883499228,12838.259264858521,12975.322265625,56338,0.0,0.0
2000-12-21,12655.507202151692,12769.726079468977,11604.688954382347,12746.8828125,39585,0.0,0.0
2000-12-22,12746.883407328702,13021.009403674818,12746.883407328702,12929.6337890625,194430,0.0,0.0
2000-12-25,12929.6337890625,12929.6337890625,12929.6337890625,12929.6337890625,0,0.0,0.0
2000-12-26,13249.447036705054,14117.514887585756,12929.63283295662,13934.763671875,136097,0.0,0.0
2000-12-27,13934.763671875,13934.763671875,13934.763671875,13934.763671875,0,0.0,0.0
2000-12-28,13934.763671875,13934.763671875,13934.763671875,13934.763671875,0,0.0,0.0
2000-12-29,13934.763671875,13934.763671875,13934.763671875,13934.763671875,0,0.0,0.0
2001-01-01,13934.763671875,13934.763671875,13934.763671875,13934.763671875,0,0.0,0.0
2001-01-02,11855.972242755897,12883.94642564248,11855.972242755897,12655.5078125,104148,0.0,0.0
2001-01-03,12518.442156292871,12701.193359375,12358.535065468688,12701.193359375,72541,0.0,0.0
2001-01-04,14574.393060241864,14597.236328125,13249.447928405029,14597.236328125,326577,0.0,0.0
2001-01-05,16767.40625,16767.40625,15990.714716795052,16767.40625,186092,0.0,0.0
2001-01-08,17338.5013282135,17338.5013282135,15191.178216531518,15214.021484375,483608,0.0,0.0
2001-01-09,15305.397951060446,15899.33817003343,14208.89143201116,14985.58203125,364624,0.0,0.0
2001-01-10,14985.58351145291,15259.711227655773,13249.44921875,13249.44921875,323044,0.0,0.0
2001-01-11,13066.697265625,13614.950090321303,13043.853150744499,13066.697265625,181077,0.0,0.0
2001-01-12,13477.88719995417,14483.018092557437,13340.82335710502,13614.9501953125,198115,0.0,0.0
2001-01-15,13706.32639057767,14437.330476041689,13660.63815852256,14026.140625,184002,0.0,0.0
2001-01-16,14391.643936391107,15648.057753293386,14026.14227442287,14917.052734375,297154,0.0,0.0
2001-01-17,15054.11549352915,15145.490261547979,14071.827838672867,14757.14453125,145937,0.0,0.0
2001-01-18,14620.080807361583,15396.772229475439,14528.704348888417,14574.392578125,113038,0.0,0.0
2001-01-19,14620.080561381847,14894.206542226011,14574.392332913958,14642.923828125,142803,0.0,0.0
2001-01-22,14551.549306199682,15442.460453620448,14437.329580636691,15305.3974609375,186852,0.0,0.0
2001-01-23,15305.3974609375,15305.3974609375,15305.3974609375,15305.3974609375,0,0.0,0.0
2001-01-24,15305.3974609375,15305.3974609375,15305.3974609375,15305.3974609375,0,0.0,0.0
2001-01-25,15305.3974609375,15305.3974609375,15305.3974609375,15305.3974609375,0,0.0,0.0
2001-01-26,15990.713457980133,15990.713457980133,15031.27075220023,15076.958984375,183053,0.0,0.0
2001-01-29,14460.17403211268,15122.647477648748,14437.330763121754,14894.2080078125,125612,0.0,0.0
2001-01-30,15076.95924468515,15488.148256412298,14665.768537976253,14894.2080078125,123333,0.0,0.0
2001-01-31,14620.080561381847,14917.049808969166,14460.172609235029,14642.923828125,99019,0.0,0.0
2001-02-01,14208.89368501859,14551.552079522675,14117.518056651435,14140.361328125,105250,0.0,0.0
2001-02-02,13934.76500838064,14345.954011931473,13820.545275733726,14026.140625,122630,0.0,0.0
2001-02-05,13706.32596565023,13752.01334879807,12838.258905914661,12883.9462890625,106408,0.0,0.0
2001-02-06,12929.633411927181,13752.013071959796,12838.258647470946,13455.04296875,119629,0.0,0.0
